Phi[deg],Theta[deg],dB(GainTotal),Array_Data
12,-94,-5.91068,
14,-94,-6.72325,
16,-94,-5.77235,
18,-94,-2.04528,
20,-94,-2.88411,
22,-94,-7.62909,
24,-94,-10.4273,
26,-94,-10.5534,
28,-94,-9.46225,
30,-94,-12.2092,
32,-94,-13.126,
34,-94,-7.97216,
36,-94,-8.09297,
38,-94,-12.0121,
40,-94,-12.747,
42,-94,-13.2148,
44,-94,-8.19214,
46,-94,-6.23959,
48,-94,-7.02854,
50,-94,-11.774,
52,-94,-9.12039,
54,-94,-4.52556,
56,-94,-2.84689,
58,-94,-4.71337,
60,-94,-7.31634,
62,-94,-7.65635,
64,-94,-7.33939,
66,-94,-6.33828,
68,-94,-10.2849,
70,-94,-14.6028,
72,-94,-6.09847,
74,-94,-5.82605,
76,-94,-8.32468,
78,-94,-10.8053,
80,-94,-10.5389,
82,-94,-7.70586,
84,-94,-6.45604,
86,-94,-4.56022,
88,-94,-0.128809,
90,-94,0.717856,
92,-94,-3.97969,
94,-94,-8.14252,
96,-94,-4.98688,
98,-94,-10.0282,
100,-94,-17.4955,
102,-94,-10.2214,
104,-94,-14.4579,
106,-94,-15.1529,
108,-94,-11.7609,
110,-94,-10.1813,
112,-94,-3.00579,
114,-94,-11.2609,
116,-94,-2.20312,
118,-94,2.27074,
120,-94,-1.61946,
122,-94,-10.4724,
124,-94,-5.1268,
126,-94,-6.98269,
128,-94,-11.6718,
130,-94,-10.9866,
132,-94,-6.45468,
134,-94,-5.70275,
136,-94,-10.5238,
138,-94,-13.0488,
140,-94,-8.01927,
142,-94,-8.09942,
144,-94,-13.9583,
146,-94,-14.9847,
148,-94,-3.17927,
150,-94,1.90399,
152,-94,2.29077,
154,-94,-3.68037,
156,-94,-12.9219,
158,-94,-6.69104,
160,-94,-9.56742,
162,-94,-5.12765,
164,-94,-5.86191,
166,-94,-7.38107,
168,-94,-8.85229,
170,-94,-14.3265,
172,-94,-15.0906,
174,-94,-11.8849,
176,-94,-8.3217,
178,-94,-6.85648,
180,-94,-10.2384,
-180,-92,-9.12828,
-178,-92,-15.7958,
-176,-92,-5.32305,
-174,-92,-2.52229,
-172,-92,-4.00991,
-170,-92,-9.11021,
-168,-92,-5.01716,
-166,-92,-4.96813,
-164,-92,-4.87912,
-162,-92,0.0316559,
-160,-92,-1.1366,
-158,-92,-6.95067,
-156,-92,-6.0946,
-154,-92,-6.61114,
-152,-92,-8.81914,
-150,-92,-14.7791,
-148,-92,-15.8988,
-146,-92,-7.78323,
-144,-92,-7.87336,
-142,-92,-12.2396,
-140,-92,-12.575,
-138,-92,-14.7538,
-136,-92,-12.0126,
-134,-92,-8.02206,
-132,-92,-10.0013,
-130,-92,-19.8172,
-128,-92,-8.2841,
-126,-92,-2.02979,
-124,-92,-0.407645,
-122,-92,-2.71324,
-120,-92,-4.37413,
-118,-92,-5.37777,
-116,-92,-8.99069,
-114,-92,-8.37365,
-112,-92,-9.09193,
-110,-92,-8.00392,
-108,-92,-4.13641,
-106,-92,-4.82639,
-104,-92,-8.33929,
-102,-92,-11.235,
-100,-92,-10.1215,
-98,-92,-7.24801,
-96,-92,-6.66841,
-94,-92,-6.48461,
-92,-92,-1.34968,
-90,-92,0.277165,
-88,-92,-3.35334,
-86,-92,-9.75333,
-84,-92,-9.60122,
-82,-92,-32.1863,
-80,-92,-8.25554,
-78,-92,-6.06361,
-76,-92,-7.17728,
-74,-92,-8.06114,
-72,-92,-12.1029,
-70,-92,-10.46,
-68,-92,-2.98539,
-66,-92,-10.1668,
-64,-92,-2.30281,
-62,-92,3.06533,
-60,-92,0.812783,
-58,-92,-7.3185,
-56,-92,-4.77045,
-54,-92,-7.80526,
-52,-92,-25.2974,
-50,-92,-22.2946,
-48,-92,-10.8716,
-46,-92,-6.48553,
-44,-92,-8.67903,
-42,-92,-14.2553,
-40,-92,-12.8504,
-38,-92,-11.4524,
-36,-92,-17.1887,
-34,-92,-26.9231,
-32,-92,-10.3818,
-30,-92,-1.52266,
-28,-92,0.619316,
-26,-92,-4.26263,
-24,-92,-15.1222,
-22,-92,-9.98141,
-20,-92,-18.8412,
-18,-92,-7.67681,
-16,-92,-11.5555,
-14,-92,-10.2261,
-12,-92,-9.36694,
-10,-92,-12.3544,
-8,-92,-10.8964,
-6,-92,-10.5577,
-4,-92,-11.3735,
-2,-92,-10.1783,
0,-92,-12.5778,
2,-92,-15.7103,
4,-92,-6.71208,
6,-92,-6.21371,
8,-92,-9.43383,
10,-92,-7.3193,
12,-92,-5.01712,
14,-92,-5.76006,
16,-92,-5.0759,
18,-92,-1.55541,
20,-92,-2.41329,
22,-92,-7.19955,
24,-92,-10.0104,
26,-92,-10.3247,
28,-92,-9.34669,
30,-92,-12.4165,
32,-92,-13.7231,
34,-92,-8.14147,
36,-92,-8.14827,
38,-92,-11.7872,
40,-92,-12.2283,
42,-92,-12.9274,
44,-92,-8.01313,
46,-92,-6.10249,
48,-92,-6.83028,
50,-92,-11.5564,
52,-92,-8.79267,
54,-92,-4.27859,
56,-92,-2.56198,
58,-92,-4.36977,
60,-92,-6.85339,
62,-92,-7.25023,
64,-92,-7.10002,
66,-92,-6.06517,
68,-92,-9.96141,
70,-92,-13.3683,
72,-92,-5.72502,
74,-92,-5.7522,
76,-92,-8.61618,
78,-92,-11.3657,
80,-92,-10.7378,
82,-92,-7.38512,
84,-92,-6.03798,
86,-92,-4.27569,
88,-92,0.310406,
90,-92,1.22045,
92,-92,-3.56592,
94,-92,-7.52784,
96,-92,-4.18777,
98,-92,-9.25732,
100,-92,-19.0551,
102,-92,-10.1416,
104,-92,-13.557,
106,-92,-16.1897,
108,-92,-12.0749,
110,-92,-9.85815,
112,-92,-2.69737,
114,-92,-10.8042,
116,-92,-1.87457,
118,-92,2.6587,
120,-92,-1.22591,
122,-92,-10.0712,
124,-92,-4.70139,
126,-92,-6.70411,
128,-92,-11.5798,
130,-92,-11.0083,
132,-92,-6.2737,
134,-92,-5.48802,
136,-92,-10.4357,
138,-92,-12.6626,
140,-92,-7.75362,
142,-92,-7.91841,
144,-92,-13.6659,
146,-92,-14.6077,
148,-92,-2.7634,
150,-92,2.24327,
152,-92,2.51683,
154,-92,-3.74042,
156,-92,-11.7611,
158,-92,-6.11523,
160,-92,-9.29873,
162,-92,-5.03796,
164,-92,-5.75972,
166,-92,-6.88398,
168,-92,-8.44188,
170,-92,-14.2936,
172,-92,-15.3085,
174,-92,-11.9563,
176,-92,-7.86975,
178,-92,-6.01625,
180,-92,-9.12828,
-180,-90,-8.63499,
-178,-90,-15.6121,
-176,-90,-4.81159,
-174,-90,-2.00104,
-172,-90,-3.5013,
-170,-90,-8.72306,
-168,-90,-4.62962,
-166,-90,-4.49187,
-164,-90,-4.46397,
-162,-90,0.394724,
-160,-90,-0.793956,
-158,-90,-6.59874,
-156,-90,-5.70377,
-154,-90,-6.27134,
-152,-90,-8.52086,
-150,-90,-14.5598,
-148,-90,-16.0866,
-146,-90,-7.57009,
-144,-90,-7.59271,
-142,-90,-11.9208,
-140,-90,-12.1989,
-138,-90,-14.1933,
-136,-90,-11.8075,
-134,-90,-7.76677,
-132,-90,-9.80013,
-130,-90,-19.9085,
-128,-90,-8.04823,
-126,-90,-1.72865,
-124,-90,-0.0853184,
-122,-90,-2.42341,
-120,-90,-4.1545,
-118,-90,-5.13037,
-116,-90,-8.58973,
-114,-90,-7.97627,
-112,-90,-8.74501,
-110,-90,-7.46209,
-108,-90,-3.74643,
-106,-90,-4.60085,
-104,-90,-8.31933,
-102,-90,-11.1503,
-100,-90,-9.71376,
-98,-90,-6.71059,
-96,-90,-6.1495,
-94,-90,-6.18368,
-92,-90,-0.994086,
-90,-90,0.680781,
-88,-90,-2.94945,
-86,-90,-9.37544,
-84,-90,-9.05329,
-82,-90,-29.9177,
-80,-90,-7.92533,
-78,-90,-5.70281,
-76,-90,-6.81923,
-74,-90,-7.76061,
-72,-90,-11.8237,
-70,-90,-10.1475,
-68,-90,-2.68122,
-66,-90,-9.83628,
-64,-90,-1.97938,
-62,-90,3.39973,
-60,-90,1.13961,
-58,-90,-7.12033,
-56,-90,-4.49832,
-54,-90,-7.55192,
-52,-90,-25.6579,
-50,-90,-21.9565,
-48,-90,-10.6866,
-46,-90,-6.17632,
-44,-90,-8.37419,
-42,-90,-14.1811,
-40,-90,-12.8033,
-38,-90,-11.3578,
-36,-90,-17.2778,
-34,-90,-28.0075,
-32,-90,-9.92342,
-30,-90,-1.07451,
-28,-90,1.02024,
-26,-90,-3.94902,
-24,-90,-14.4604,
-22,-90,-9.48965,
-20,-90,-18.4829,
-18,-90,-7.3296,
-16,-90,-11.2814,
-14,-90,-9.96868,
-12,-90,-9.22644,
-10,-90,-12.4334,
-8,-90,-10.8587,
-6,-90,-10.3827,
-4,-90,-10.8363,
-2,-90,-9.20154,
0,-90,-11.4815,
2,-90,-15.5022,
4,-90,-6.0397,
6,-90,-5.54092,
8,-90,-9.01509,
10,-90,-6.71282,
12,-90,-4.36207,
14,-90,-5.09157,
16,-90,-4.46479,
18,-90,-1.06149,
20,-90,-1.944,
22,-90,-6.73506,
24,-90,-9.55452,
26,-90,-9.95798,
28,-90,-9.09329,
30,-90,-12.374,
32,-90,-13.7612,
34,-90,-7.94878,
36,-90,-7.93375,
38,-90,-11.4422,
40,-90,-11.8586,
42,-90,-12.4911,
44,-90,-7.61848,
46,-90,-5.82336,
48,-90,-6.5224,
50,-90,-11.1936,
52,-90,-8.40877,
54,-90,-3.94384,
56,-90,-2.21955,
58,-90,-4.01893,
60,-90,-6.4577,
62,-90,-6.88077,
64,-90,-6.8228,
66,-90,-5.78254,
68,-90,-9.65772,
70,-90,-12.7592,
72,-90,-5.3618,
74,-90,-5.48983,
76,-90,-8.47179,
78,-90,-11.2666,
80,-90,-10.5014,
82,-90,-7.03667,
84,-90,-5.71629,
86,-90,-3.99151,
88,-90,0.677772,
90,-90,1.61008,
92,-90,-3.20367,
94,-90,-7.09127,
96,-90,-3.6942,
98,-90,-8.72335,
100,-90,-19.749,
102,-90,-9.95181,
104,-90,-13.0175,
106,-90,-16.3833,
108,-90,-12.0764,
110,-90,-9.51409,
112,-90,-2.32424,
114,-90,-10.2923,
116,-90,-1.55013,
118,-90,3.02985,
120,-90,-0.837843,
122,-90,-9.67384,
124,-90,-4.30332,
126,-90,-6.37149,
128,-90,-11.3357,
130,-90,-10.848,
132,-90,-6.00603,
134,-90,-5.21837,
136,-90,-10.2659,
138,-90,-12.3756,
140,-90,-7.5181,
142,-90,-7.7589,
144,-90,-13.494,
146,-90,-14.2509,
148,-90,-2.3752,
150,-90,2.59802,
152,-90,2.82907,
154,-90,-3.51375,
156,-90,-11.2299,
158,-90,-5.73185,
160,-90,-8.98746,
162,-90,-4.75606,
164,-90,-5.48688,
166,-90,-6.46673,
168,-90,-8.06603,
170,-90,-14.102,
172,-90,-15.0677,
174,-90,-11.7645,
176,-90,-7.54835,
178,-90,-5.58018,
180,-90,-8.63499,
-180,-88,-8.76715,
-178,-88,-15.0897,
-176,-88,-4.45226,
-174,-88,-1.62468,
-172,-88,-3.05917,
-170,-88,-8.51463,
-168,-88,-4.47996,
-166,-88,-4.3348,
-164,-88,-4.10206,
-162,-88,0.785792,
-160,-88,-0.450854,
-158,-88,-6.2454,
-156,-88,-5.36921,
-154,-88,-5.96827,
-152,-88,-8.18429,
-150,-88,-14.0831,
-148,-88,-15.5856,
-146,-88,-7.13555,
-144,-88,-7.209,
-142,-88,-11.5519,
-140,-88,-11.8998,
-138,-88,-13.8286,
-136,-88,-11.4775,
-134,-88,-7.2795,
-132,-88,-9.26903,
-130,-88,-19.5592,
-128,-88,-7.62908,
-126,-88,-1.27826,
-124,-88,0.352719,
-122,-88,-2.03683,
-120,-88,-3.90574,
-118,-88,-4.87193,
-116,-88,-8.13751,
-114,-88,-7.55454,
-112,-88,-8.4564,
-110,-88,-7.19342,
-108,-88,-3.37195,
-106,-88,-4.18473,
-104,-88,-7.90051,
-102,-88,-10.6001,
-100,-88,-9.08284,
-98,-88,-6.21376,
-96,-88,-5.78623,
-94,-88,-5.86265,
-92,-88,-0.675715,
-90,-88,0.973722,
-88,-88,-2.65757,
-86,-88,-9.06294,
-84,-88,-8.88428,
-82,-88,-30.5118,
-80,-88,-7.72153,
-78,-88,-5.49639,
-76,-88,-6.48731,
-74,-88,-7.20651,
-72,-88,-11.1388,
-70,-88,-9.85786,
-68,-88,-2.35117,
-66,-88,-9.58335,
-64,-88,-1.60092,
-62,-88,3.76359,
-60,-88,1.50188,
-58,-88,-6.93859,
-56,-88,-4.25881,
-54,-88,-7.19968,
-52,-88,-25.3754,
-50,-88,-21.9241,
-48,-88,-10.0647,
-46,-88,-5.60045,
-44,-88,-7.68376,
-42,-88,-13.3808,
-40,-88,-12.367,
-38,-88,-11.0619,
-36,-88,-17.2055,
-34,-88,-28.5711,
-32,-88,-9.56733,
-30,-88,-0.626727,
-28,-88,1.49864,
-26,-88,-3.38005,
-24,-88,-14.6573,
-22,-88,-9.34046,
-20,-88,-17.4966,
-18,-88,-6.65127,
-16,-88,-10.5985,
-14,-88,-9.87549,
-12,-88,-8.90985,
-10,-88,-12.0119,
-8,-88,-10.4515,
-6,-88,-9.99293,
-4,-88,-10.3401,
-2,-88,-8.71008,
0,-88,-11.1757,
2,-88,-14.7923,
4,-88,-5.48019,
6,-88,-5.07733,
8,-88,-8.56325,
10,-88,-6.21408,
12,-88,-3.94189,
14,-88,-4.69483,
16,-88,-3.92627,
18,-88,-0.556996,
20,-88,-1.4682,
22,-88,-6.21881,
24,-88,-9.04406,
26,-88,-9.44933,
28,-88,-8.69702,
30,-88,-12.0489,
32,-88,-13.1498,
34,-88,-7.3735,
36,-88,-7.44254,
38,-88,-11.0013,
40,-88,-11.6523,
42,-88,-11.9482,
44,-88,-7.02218,
46,-88,-5.38951,
48,-88,-6.09053,
50,-88,-10.6735,
52,-88,-7.9674,
54,-88,-3.51109,
56,-88,-1.80944,
58,-88,-3.65202,
60,-88,-6.12209,
62,-88,-6.54567,
64,-88,-6.50617,
66,-88,-5.48608,
68,-88,-9.37961,
70,-88,-12.7478,
72,-88,-5.0089,
74,-88,-5.02353,
76,-88,-7.85564,
78,-88,-10.4547,
80,-88,-9.80313,
82,-88,-6.64429,
84,-88,-5.48357,
86,-88,-3.7061,
88,-88,0.977715,
90,-88,1.8952,
92,-88,-2.88034,
94,-88,-6.82426,
96,-88,-3.48968,
98,-88,-8.42658,
100,-88,-19.4489,
102,-88,-9.7153,
104,-88,-12.8465,
106,-88,-15.5463,
108,-88,-11.7066,
110,-88,-9.13191,
112,-88,-1.87568,
114,-88,-9.71604,
116,-88,-1.2226,
118,-88,3.39124,
120,-88,-0.447753,
122,-88,-9.27647,
124,-88,-3.92388,
126,-88,-5.96757,
128,-88,-10.9249,
130,-88,-10.4833,
132,-88,-5.63762,
134,-88,-4.88272,
136,-88,-10.0016,
138,-88,-12.1968,
140,-88,-7.3086,
142,-88,-7.61679,
144,-88,-13.452,
146,-88,-13.9339,
148,-88,-2.00977,
150,-88,2.97473,
152,-88,3.23477,
154,-88,-2.98188,
156,-88,-11.307,
158,-88,-5.53221,
160,-88,-8.62102,
162,-88,-4.26934,
164,-88,-5.05,
166,-88,-6.15488,
168,-88,-7.73585,
170,-88,-13.7342,
172,-88,-14.3219,
174,-88,-11.2796,
176,-88,-7.35636,
178,-88,-5.54986,
180,-88,-8.76715,
-180,-86,-9.69444,
-178,-86,-14.1646,
-176,-86,-4.25631,
-174,-86,-1.39855,
-172,-86,-2.69033,
-170,-86,-8.50407,
-168,-86,-4.58942,
-166,-86,-4.54715,
-164,-86,-3.80608,
-162,-86,1.19778,
-160,-86,-0.108888,
-158,-86,-5.88109,
-156,-86,-5.08852,
-154,-86,-5.69725,
-152,-86,-7.79842,
-150,-86,-13.3509,
-148,-86,-14.3748,
-146,-86,-6.47357,
-144,-86,-6.71074,
-142,-86,-11.1333,
-140,-86,-11.6944,
-138,-86,-13.6459,
-136,-86,-10.9819,
-134,-86,-6.55788,
-132,-86,-8.41546,
-130,-86,-18.5766,
-128,-86,-7.03015,
-126,-86,-0.692165,
-124,-86,0.894244,
-122,-86,-1.56658,
-120,-86,-3.64172,
-118,-86,-4.6137,
-116,-86,-7.64321,
-114,-86,-7.12806,
-112,-86,-8.25399,
-110,-86,-7.21372,
-108,-86,-3.02012,
-106,-86,-3.59731,
-104,-86,-7.11245,
-102,-86,-9.64703,
-100,-86,-8.28961,
-98,-86,-5.78951,
-96,-86,-5.58648,
-94,-86,-5.50863,
-92,-86,-0.408687,
-90,-86,1.13746,
-88,-86,-2.49542,
-86,-86,-8.82762,
-84,-86,-9.11107,
-82,-86,-33.5907,
-80,-86,-7.67366,
-78,-86,-5.46843,
-76,-86,-6.18692,
-74,-86,-6.42169,
-72,-86,-10.1144,
-70,-86,-9.57585,
-68,-86,-1.99476,
-66,-86,-9.40569,
-64,-86,-1.17278,
-62,-86,4.15351,
-60,-86,1.89793,
-58,-86,-6.76374,
-56,-86,-4.05851,
-54,-86,-6.76107,
-52,-86,-23.8557,
-50,-86,-21.6732,
-48,-86,-9.05691,
-46,-86,-4.78265,
-44,-86,-6.65323,
-42,-86,-11.9484,
-40,-86,-11.5553,
-38,-86,-10.5811,
-36,-86,-17.0049,
-34,-86,-28.0034,
-32,-86,-9.33538,
-30,-86,-0.187563,
-28,-86,2.04659,
-26,-86,-2.57456,
-24,-86,-15.8937,
-22,-86,-9.57268,
-20,-86,-15.9456,
-18,-86,-5.66632,
-16,-86,-9.46852,
-14,-86,-9.97111,
-12,-86,-8.41579,
-10,-86,-11.0703,
-8,-86,-9.65136,
-6,-86,-9.35626,
-4,-86,-9.89731,
-2,-86,-8.73762,
0,-86,-11.7633,
2,-86,-13.5285,
4,-86,-5.03116,
6,-86,-4.83139,
8,-86,-8.07459,
10,-86,-5.8313,
12,-86,-3.7712,
14,-86,-4.5868,
16,-86,-3.46834,
18,-86,-0.0520985,
20,-86,-0.991173,
22,-86,-5.6499,
24,-86,-8.47018,
26,-86,-8.80044,
28,-86,-8.15639,
30,-86,-11.4177,
32,-86,-11.9058,
34,-86,-6.43985,
36,-86,-6.68745,
38,-86,-10.4717,
40,-86,-11.6209,
42,-86,-11.2815,
44,-86,-6.2477,
46,-86,-4.80622,
48,-86,-5.54061,
50,-86,-9.99926,
52,-86,-7.46533,
54,-86,-2.98922,
56,-86,-1.33903,
58,-86,-3.27631,
60,-86,-5.85684,
62,-86,-6.25635,
64,-86,-6.165,
66,-86,-5.19332,
68,-86,-9.12311,
70,-86,-13.3269,
72,-86,-4.65677,
74,-86,-4.36619,
76,-86,-6.82917,
78,-86,-9.08176,
80,-86,-8.75292,
82,-86,-6.24868,
84,-86,-5.36211,
86,-86,-3.42423,
88,-86,1.20117,
90,-86,2.06685,
92,-86,-2.60212,
94,-86,-6.7249,
96,-86,-3.58527,
98,-86,-8.36182,
100,-86,-17.8419,
102,-86,-9.37742,
104,-86,-13.0509,
106,-86,-13.837,
108,-86,-10.9629,
110,-86,-8.70537,
112,-86,-1.35752,
114,-86,-9.08871,
116,-86,-0.891115,
118,-86,3.74272,
120,-86,-0.05518,
122,-86,-8.87522,
124,-86,-3.57077,
126,-86,-5.51207,
128,-86,-10.3827,
130,-86,-9.93232,
132,-86,-5.17269,
134,-86,-4.4768,
136,-86,-9.62529,
138,-86,-12.1631,
140,-86,-7.14542,
142,-86,-7.51131,
144,-86,-13.5837,
146,-86,-13.6964,
148,-86,-1.67935,
150,-86,3.36651,
152,-86,3.72655,
154,-86,-2.16793,
156,-86,-12.0831,
158,-86,-5.53625,
160,-86,-8.19048,
162,-86,-3.58912,
164,-86,-4.44864,
166,-86,-5.9642,
168,-86,-7.45333,
170,-86,-13.0981,
172,-86,-13.0911,
174,-86,-10.5208,
176,-86,-7.31517,
178,-86,-6.00276,
180,-86,-9.69444,
-180,-84,-11.8512,
-178,-84,-12.771,
-176,-84,-4.23575,
-174,-84,-1.32308,
-172,-84,-2.40684,
-170,-84,-8.71979,
-168,-84,-4.97245,
-166,-84,-5.24114,
-164,-84,-3.59214,
-162,-84,1.60938,
-160,-84,0.217896,
-158,-84,-5.50829,
-156,-84,-4.87289,
-154,-84,-5.46341,
-152,-84,-7.34558,
-150,-84,-12.34,
-148,-84,-12.574,
-146,-84,-5.59094,
-144,-84,-6.08559,
-142,-84,-10.6696,
-140,-84,-11.6233,
-138,-84,-13.6018,
-136,-84,-10.2383,
-134,-84,-5.61319,
-132,-84,-7.28211,
-130,-84,-16.7109,
-128,-84,-6.26063,
-126,-84,-0.0040702,
-124,-84,1.5093,
-122,-84,-1.04482,
-120,-84,-3.39507,
-118,-84,-4.38256,
-116,-84,-7.12401,
-114,-84,-6.72596,
-112,-84,-8.16536,
-110,-84,-7.57692,
-108,-84,-2.71473,
-106,-84,-2.89496,
-104,-84,-6.06011,
-102,-84,-8.42555,
-100,-84,-7.44259,
-98,-84,-5.51718,
-96,-84,-5.58618,
-94,-84,-5.10157,
-92,-84,-0.220953,
-90,-84,1.12981,
-88,-84,-2.50708,
-86,-84,-8.70724,
-84,-84,-9.79589,
-82,-84,-30.2158,
-80,-84,-7.82132,
-78,-84,-5.65973,
-76,-84,-5.93604,
-74,-84,-5.4587,
-72,-84,-8.87143,
-70,-84,-9.27899,
-68,-84,-1.61906,
-66,-84,-9.31366,
-64,-84,-0.708278,
-62,-84,4.55949,
-60,-84,2.32014,
-58,-84,-6.58398,
-56,-84,-3.92378,
-54,-84,-6.28685,
-52,-84,-21.1289,
-50,-84,-20.0781,
-48,-84,-7.78233,
-46,-84,-3.7775,
-44,-84,-5.37267,
-42,-84,-10.1049,
-40,-84,-10.4262,
-38,-84,-9.95601,
-36,-84,-16.6978,
-34,-84,-25.3405,
-32,-84,-9.27456,
-30,-84,0.219154,
-28,-84,2.64113,
-26,-84,-1.58177,
-24,-84,-18.5877,
-22,-84,-10.2805,
-20,-84,-13.9894,
-18,-84,-4.44874,
-16,-84,-7.93264,
-14,-84,-10.2807,
-12,-84,-7.74984,
-10,-84,-9.68118,
-8,-84,-8.4989,
-6,-84,-8.45952,
-4,-84,-9.53325,
-2,-84,-9.44453,
0,-84,-13.6719,
2,-84,-11.7237,
4,-84,-4.68956,
6,-84,-4.81336,
8,-84,-7.52765,
10,-84,-5.57427,
12,-84,-3.88719,
14,-84,-4.83238,
16,-84,-3.12117,
18,-84,0.425732,
20,-84,-0.532357,
22,-84,-5.04417,
24,-84,-7.83244,
26,-84,-8.02019,
28,-84,-7.4746,
30,-84,-10.4737,
32,-84,-10.1597,
34,-84,-5.20863,
36,-84,-5.69834,
38,-84,-9.84718,
40,-84,-11.7735,
42,-84,-10.4322,
44,-84,-5.32394,
46,-84,-4.09634,
48,-84,-4.89862,
50,-84,-9.19617,
52,-84,-6.9026,
54,-84,-2.40508,
56,-84,-0.832404,
58,-84,-2.91517,
60,-84,-5.69107,
62,-84,-6.03848,
64,-84,-5.82965,
66,-84,-4.94473,
68,-84,-8.87912,
70,-84,-14.3904,
72,-84,-4.28971,
74,-84,-3.55943,
76,-84,-5.52367,
78,-84,-7.40761,
80,-84,-7.54629,
82,-84,-5.9457,
84,-84,-5.40508,
86,-84,-3.15608,
88,-84,1.32738,
90,-84,2.10087,
92,-84,-2.39186,
94,-84,-6.79871,
96,-84,-4.02077,
98,-84,-8.51421,
100,-84,-15.0239,
102,-84,-8.76795,
104,-84,-13.6321,
106,-84,-11.6579,
108,-84,-9.91875,
110,-84,-8.23695,
112,-84,-0.790422,
114,-84,-8.44458,
116,-84,-0.561409,
118,-84,4.07703,
120,-84,0.333525,
122,-84,-8.46816,
124,-84,-3.26965,
126,-84,-5.06101,
128,-84,-9.79319,
130,-84,-9.25345,
132,-84,-4.63354,
134,-84,-4.00307,
136,-84,-9.11223,
138,-84,-12.3394,
140,-84,-7.07409,
142,-84,-7.48618,
144,-84,-13.9728,
146,-84,-13.5934,
148,-84,-1.41387,
150,-84,3.75302,
152,-84,4.28278,
154,-84,-1.13064,
156,-84,-13.7726,
158,-84,-5.79461,
160,-84,-7.69426,
162,-84,-2.75283,
164,-84,-3.68343,
166,-84,-5.90229,
168,-84,-7.21052,
170,-84,-12.0947,
172,-84,-11.5064,
174,-84,-9.55943,
176,-84,-7.47182,
178,-84,-7.12071,
180,-84,-11.8512,
-180,-82,-15.6301,
-178,-82,-10.9099,
-176,-82,-4.39842,
-174,-82,-1.37433,
-172,-82,-2.21523,
-170,-82,-9.2018,
-168,-82,-5.59378,
-166,-82,-6.61973,
-164,-82,-3.45897,
-162,-82,1.98721,
-160,-82,0.501492,
-158,-82,-5.14071,
-156,-82,-4.74098,
-154,-82,-5.27424,
-152,-82,-6.80207,
-150,-82,-11.0302,
-148,-82,-10.4003,
-146,-82,-4.51141,
-144,-82,-5.32515,
-142,-82,-10.1635,
-140,-82,-11.7455,
-138,-82,-13.5524,
-136,-82,-9.16197,
-134,-82,-4.47776,
-132,-82,-5.94592,
-130,-82,-14.214,
-128,-82,-5.35699,
-126,-82,0.734165,
-124,-82,2.15227,
-122,-82,-0.520739,
-120,-82,-3.21702,
-118,-82,-4.21988,
-116,-82,-6.60617,
-114,-82,-6.39096,
-112,-82,-8.22892,
-110,-82,-8.39218,
-108,-82,-2.4961,
-106,-82,-2.16205,
-104,-82,-4.89165,
-102,-82,-7.10895,
-100,-82,-6.68211,
-98,-82,-5.523,
-96,-82,-5.82973,
-94,-82,-4.61533,
-92,-82,-0.148358,
-90,-82,0.887976,
-88,-82,-2.76158,
-86,-82,-8.77852,
-84,-82,-11.0645,
-82,-82,-23.5081,
-80,-82,-8.20165,
-78,-82,-6.12018,
-76,-82,-5.76987,
-74,-82,-4.4046,
-72,-82,-7.56082,
-70,-82,-8.93176,
-68,-82,-1.23465,
-66,-82,-9.3218,
-64,-82,-0.229483,
-62,-82,4.96468,
-60,-82,2.75484,
-58,-82,-6.38068,
-56,-82,-3.90439,
-54,-82,-5.86522,
-52,-82,-18.2589,
-50,-82,-17.292,
-48,-82,-6.3947,
-46,-82,-2.66529,
-44,-82,-3.95869,
-42,-82,-8.1035,
-40,-82,-9.0979,
-38,-82,-9.26048,
-36,-82,-16.3019,
-34,-82,-21.3733,
-32,-82,-9.46753,
-30,-82,0.55202,
-28,-82,3.24504,
-26,-82,-0.472269,
-24,-82,-21.2864,
-22,-82,-11.6245,
-20,-82,-11.8646,
-18,-82,-3.10719,
-16,-82,-6.13941,
-14,-82,-10.813,
-12,-82,-6.93052,
-10,-82,-7.99652,
-8,-82,-7.0997,
-6,-82,-7.33519,
-4,-82,-9.29294,
-2,-82,-11.2297,
0,-82,-17.5465,
2,-82,-9.49882,
4,-82,-4.44981,
6,-82,-5.0099,
8,-82,-6.86984,
10,-82,-5.45189,
12,-82,-4.35161,
14,-82,-5.56418,
16,-82,-2.93393,
18,-82,0.832536,
20,-82,-0.126718,
22,-82,-4.43527,
24,-82,-7.1424,
26,-82,-7.12819,
28,-82,-6.66366,
30,-82,-9.23977,
32,-82,-8.10518,
34,-82,-3.76266,
36,-82,-4.51943,
38,-82,-9.108,
40,-82,-12.0903,
42,-82,-9.33807,
44,-82,-4.28558,
46,-82,-3.29912,
48,-82,-4.2107,
50,-82,-8.32498,
52,-82,-6.29879,
54,-82,-1.80253,
56,-82,-0.328258,
58,-82,-2.60741,
60,-82,-5.67477,
62,-82,-5.93278,
64,-82,-5.54535,
66,-82,-4.80685,
68,-82,-8.6465,
70,-82,-15.1768,
72,-82,-3.89012,
74,-82,-2.66944,
76,-82,-4.09351,
78,-82,-5.68196,
80,-82,-6.39824,
82,-82,-5.88609,
84,-82,-5.69416,
86,-82,-2.91492,
88,-82,1.3307,
90,-82,1.96589,
92,-82,-2.28321,
