center_frequency,feed_center,feed_h,feed_r1,freq_step,ground_thickness,lumpedport_D,lumpedport_r,num_of_freq_points,patch_length,patch_name,patch_width,signal_layer_thickness,start_frequency,stop_frequency,sub_high,sub_length,sub_width,sweep_type,unit,Directivity,Directivity_Phi,Directivity_Theta,Directivity_Total,Directivity_dB,Gain,Gain_Phi,Gain_Theta,Gain_Total,Gain_dB,Phi(deg),RealizedGain,RealizedGain_Phi,RealizedGain_Theta,RealizedGain_Total,RealizedGain_dB,Theta(deg),_极值列,_极值数值,_极值类型,rEPhi_Imag,rEPhi_Real,rETheta_Imag,rETheta_Real,rETotal,Freq [GHz],_最小值,_最小值所在列名,"dB(S(ground_T1,ground_T1)) []"
2.5,6.3,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,37.27669009447216,Patch,32.285072399321734,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,5.342609068617625,4.986705105601001,0.35590396301662464,5.342609068617625,7.27753396987773,5.279848816850437,4.928125699191763,0.35172311765867625,5.279848816850437,7.2262148712706455,-105.0,2.472025216049375,2.3073484523615835,0.16467676368779222,2.472025216049375,3.930528964876701,0.0,RealizedGain,2.472025216049375,max,-0.8521598547412891,0.811335484745865,0.2275551163582269,-0.2168572226445083,1.2178875452333022,2.565,-10.5583764234072,"dB(S(ground_T1,ground_T1)) []",-10.5583764234072
2.5,6.3,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,47.41227951668664,Patch,50.740742568311546,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,2.3090874344531143,2.198573906045999,0.110513528407115,2.3090874344531143,3.634403779503461,2.092610487473135,1.9924576023541865,0.10015288511894797,2.092610487473135,3.2068839752939624,-90.0,0.026785414239656122,0.025503457310133586,0.0012819569295225341,0.026785414239656122,-15.721016328227355,10.0,RealizedGain,0.026785414239656122,max,0.01435741706901108,-0.122866999085176,-0.02655641608138366,0.007996814595342948,0.12677392148170707,2.015,-14.7101727857801,"dB(S(ground_T1,ground_T1)) []",-14.7101727857801
2.5,6.3,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,43.78820772325364,Patch,35.625872419849074,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,4.189975489420312,3.558409748165632,0.631565741254681,4.189975489420312,6.222114824315359,3.904793911606364,3.316214320280013,0.5885795913263518,3.904793911606364,5.915981174927024,-105.0,0.07458156371168155,0.06333969351734825,0.011241870194333321,0.07458156371168155,-11.2736851525957,5.0,RealizedGain,0.07458156371168155,max,-0.019385201569882358,-0.19398176565332875,-0.04964927779598715,0.06542346857132682,0.21154194021861106,2.135,-10.0683545244378,"dB(S(ground_T1,ground_T1)) []",-10.0683545244378
2.5,6.3,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,37.49227764094206,Patch,50.610647058391656,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,5.559340788781789,0.3700889823658877,5.189251806415899,5.559340788781789,7.450232971993866,5.603524143778014,0.37303029744429766,5.230493846333714,5.603524143778014,7.484612475084393,-165.0,5.217441330271708,0.3473285099503856,4.870112820321321,5.217441330271708,7.174575741567515,0.0,RealizedGain,5.217441330271708,max,-0.4516584450646395,0.06638271325464251,1.692854912523124,-0.2374421584444822,1.7693327977171804,2.515,-21.8112545648326,"dB(S(ground_T1,ground_T1)) []",-21.8112545648326
2.5,6.3,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,40.3508456491732,Patch,50.79409717834279,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,5.21628518213663,1.7608712183532176,3.4554139637834114,5.21628518213663,7.173613269038098,5.10221135111575,1.722363100258018,3.3798482508577306,5.10221135111575,7.077584446152429,-145.0,0.25664123096112224,0.0866348639429783,0.17000636701814387,0.25664123096112224,-5.906735703288297,0.0,RealizedGain,0.25664123096112224,max,-0.0117245455869183,-0.2276942643544478,0.01426088692048353,0.3190655895466071,0.39241351444313904,2.25,-29.1182274022737,"dB(S(ground_T1,ground_T1)) []",-29.1182274022737
2.5,6.3,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,34.34160469809874,Patch,32.999862076387984,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,4.926152279967045,0.15007676704689976,4.776075512920145,4.926152279967045,6.925078328638621,4.8269680058737485,0.14705508717347224,4.679912918700277,4.8269680058737485,6.836744202360251,-10.0,0.35960911643759425,0.010955603994423682,0.3486535124431706,0.35960911643759425,-4.441693070156822,5.0,RealizedGain,0.35960911643759425,max,-0.022666514667815357,0.07784437276984778,-0.1358894941097441,0.4367276968925143,0.4645110903967303,2.76,-11.9468348011369,"dB(S(ground_T1,ground_T1)) []",-11.9468348011369
2.5,6.3,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,34.66063110978821,Patch,46.83618106536527,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,5.03687162776226,0.588522394689826,4.448349233072433,5.03687162776226,7.021608823516704,5.013022803767172,0.5857358303210295,4.427286973446143,5.013022803767172,7.000996801821191,20.0,0.5293752080778135,0.06185370368190072,0.4675215043959127,0.5293752080778135,-2.762364016200874,0.0,RealizedGain,0.5293752080778135,max,0.07242335940860584,-0.1785159756196815,-0.2120621693883724,0.4853340577187094,0.5635890415958114,2.71,-24.3074398261027,"dB(S(ground_T1,ground_T1)) []",-24.3074398261027
2.5,6.3,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,35.82201392873706,Patch,23.68875820949264,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,5.013571428491138,0.3410124216732784,4.672559006817859,5.013571428491138,7.0014720672702015,4.88036059343461,0.33195170515538935,4.548408888279219,4.88036059343461,6.884519117472307,15.0,0.6061407857045786,0.041228401780299365,0.5649123839242791,0.6061407857045786,-2.1742649241220797,0.0,RealizedGain,0.6061407857045786,max,0.05626040617042233,-0.1468754252691593,-0.2172416434459415,0.5401495015288567,0.6030696804677079,2.68,-6.28360790324958,"dB(S(ground_T1,ground_T1)) []",-6.28360790324958
2.5,6.3,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,42.039344329438435,Patch,31.781555462343743,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,5.151949523626883,0.5842843773911268,4.567665146235758,5.151949523626883,7.119715993599662,4.8943520474455395,0.5550701585215706,4.339281888923971,4.8943520474455395,6.896952046488139,20.0,0.2740837146569502,0.031083928877207952,0.24299978577974235,0.2740837146569502,-5.621167683449856,0.0,RealizedGain,0.2740837146569502,max,0.03294773002722653,0.1325339345145256,-0.08398966706495169,-0.3724903249844915,0.40552941088481004,2.29,-8.19336007454597,"dB(S(ground_T1,ground_T1)) []",-8.19336007454597
2.5,6.3,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,32.70052678386954,Patch,30.777062180603593,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,4.652637758579907,0.14254495790374727,4.510092800676159,4.652637758579907,6.67699240890471,4.544184663974314,0.1392222316122846,4.404962432362029,4.544184663974314,6.574559716720421,10.0,0.19494552208449809,0.005972633736167011,0.18897288834833106,0.19494552208449809,-7.100867361432337,5.0,RealizedGain,0.19494552208449809,max,0.011813843115059381,-0.05868643606879713,-0.07762350257022473,0.3276598786482129,0.34200887253788537,2.885,-10.6091125548901,"dB(S(ground_T1,ground_T1)) []",-10.6091125548901
2.5,6.3,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,33.49140557430786,Patch,28.362771714055505,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,4.719876297357379,0.14003516228053517,4.579841135076844,4.719876297357379,6.739306164139403,4.586922035459987,0.13609050982192852,4.450831525638059,4.586922035459987,6.615213584321204,10.0,0.22797002516236137,0.006763698338149847,0.22120632682421154,0.22797002516236137,-6.421222528345475,5.0,RealizedGain,0.22797002516236137,max,0.01453675320070357,-0.062024168009212434,-0.08376955950872911,0.3545554735815521,0.36984488310341457,2.84,-9.01549332826969,"dB(S(ground_T1,ground_T1)) []",-9.01549332826969
2.5,6.3,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,45.708975705149356,Patch,55.64278102204039,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,3.1623473741866936,0.7250909201618156,2.4372564540248773,3.1623473741866936,5.000095741370601,2.921935000710512,0.6699670490384027,2.2519679516721087,2.921935000710512,4.656705506993289,150.0,0.04996508851214975,0.011456436538556686,0.03850865197359306,0.04996508851214975,-13.013333389085172,5.0,RealizedGain,0.04996508851214975,max,-0.008771670403891284,0.08244441559874884,-0.03185607345435346,0.14863016553041788,0.17314664128022325,2.055,-27.8924873159393,"dB(S(ground_T1,ground_T1)) []",-27.8924873159393
2.5,6.3,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,33.829908999107296,Patch,30.851518743561638,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,4.813989165457501,0.00010183225095121126,4.813887333206549,4.813989165457501,6.825051085008483,4.720057669546136,9.984528020094372e-05,4.719957824265934,4.720057669546136,6.739473048655828,0.0,0.29028354667708733,6.140484732358039e-06,0.2902774061923549,0.29028354667708733,-5.371775793590004,5.0,RealizedGain,0.29028354667708733,max,-0.0017945640653670224,0.0006811148605504781,-0.11443276036352501,0.4013423604288854,0.41734186381991834,2.8,-10.3483250769575,"dB(S(ground_T1,ground_T1)) []",-10.3483250769575
2.5,6.3,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,35.228636625370534,Patch,36.11032255038406,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,5.10268499973162,4.7793562557055465,0.3233287440260745,5.10268499973162,7.077987591805865,5.054297469561751,4.734034773970408,0.32026269559134446,5.054297469561751,7.036607986419533,75.0,0.5862985064691631,0.5491480337805673,0.037150472688595955,0.5862985064691631,-2.3188121213112827,0.0,RealizedGain,0.5862985064691631,max,0.2130261197796624,-0.5330257545542006,-0.05083649098512302,0.1403796991604046,0.5931166761089256,2.69,-15.3201285354795,"dB(S(ground_T1,ground_T1)) []",-15.3201285354795
2.5,6.3,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,31.35736389319839,Patch,51.497595598534176,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,4.52982898006484,0.03148833759937857,4.498340642465464,4.52982898006484,6.560818058944707,4.468752634266214,0.031063775744106053,4.43768885852211,4.468752634266214,6.501863151556606,5.0,0.1988594922248465,0.001382338020612719,0.19747715420423387,0.1988594922248465,-7.014536738634078,5.0,RealizedGain,0.1988594922248465,max,0.00859165726537551,-0.027488284373180422,-0.1187227853992402,0.3231005790451303,0.3454251095456134,2.905,-15.7283461541442,"dB(S(ground_T1,ground_T1)) []",-15.7283461541442
2.5,6.3,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,39.11997056051973,Patch,34.747306357532516,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,5.520399879763072,3.737099523771965,1.7833003559911056,5.520399879763072,7.4197053774450525,5.447915085908903,3.68803009139513,1.759884994513772,5.447915085908903,7.362303298135768,-55.0,2.8628793776451285,1.938059813028141,0.9248195646169872,2.8628793776451285,4.568030501778378,0.0,RealizedGain,2.8628793776451285,max,-0.776857727571485,-0.7479006312936423,-0.5393931244297655,-0.5137702490751711,1.3106365227223864,2.445,-11.6636868105981,"dB(S(ground_T1,ground_T1)) []",-11.6636868105981
2.5,6.3,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,43.96156827358165,Patch,55.38526169517262,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,3.9815850492143356,0.9969474505000041,2.9846375987143294,3.9815850492143356,6.000559969704692,3.773025832350728,0.9447263935690515,2.828299438781674,3.773025832350728,5.766897786462567,-30.0,0.07923354247936529,0.019839254264950083,0.059394288214415156,0.07923354247936529,-11.01090926619824,0.0,RealizedGain,0.07923354247936529,max,0.007287529259532065,-0.1088610348709587,0.01288256839928127,-0.1883386628535445,0.21803955028826286,2.14,-24.8342250710696,"dB(S(ground_T1,ground_T1)) []",-24.8342250710696
2.5,6.3,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,30.026889314667887,Patch,55.15583495528,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,4.255229091843974,0.15376357379544892,4.101465518048524,4.255229091843974,6.28922946475928,4.17621953310947,0.15090854722630265,4.025310985883167,4.17621953310947,6.2078332033713,10.0,0.157443476398227,0.00568925223043161,0.15175422416779538,0.157443476398227,-8.028753294570771,5.0,RealizedGain,0.157443476398227,max,0.018609477184331976,-0.05538338304367028,-0.10812874717050375,0.2817141346316167,0.30735697710372456,2.995,-12.0043263746081,"dB(S(ground_T1,ground_T1)) []",-12.0043263746081
2.5,6.3,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,42.477386863573805,Patch,37.30405515973652,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,5.073791889223979,4.503669993538168,0.5701218956858115,5.073791889223979,7.053326498752265,4.820768146716747,4.27907752666881,0.5416906200479364,4.820768146716747,6.8311624473277295,-110.0,0.18367126638990805,0.16303285376608168,0.020638412623826374,0.18367126638990805,-7.359587795916077,0.0,RealizedGain,0.18367126638990805,max,-0.03044142714936372,-0.3112801572804835,0.03328489531467201,0.1061859456405126,0.33197192066669007,2.245,-11.3985180110161,"dB(S(ground_T1,ground_T1)) []",-11.3985180110161
2.5,6.3,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,37.926973533388846,Patch,37.70145982912926,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,5.4429161536176025,0.30466416752780384,5.1382519860897995,5.4429161536176025,7.358316442010211,5.3789087397993365,0.30108138857325595,5.07782735122608,5.3789087397993365,7.306941759721626,15.0,5.122872683784888,0.28674991447716897,4.8361227693077184,5.122872683784888,7.095135627050048,0.0,RealizedGain,5.122872683784888,max,0.3673198032594893,-0.1926918891926649,-1.699804245407879,0.1113891811656435,1.7532244649258777,2.51,-14.6791006724715,"dB(S(ground_T1,ground_T1)) []",-14.6791006724715
2.5,6.3,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,38.99425797803943,Patch,27.59481964514329,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,5.41861137290942,0.6339585461563672,4.784652826753052,5.41861137290942,7.3388800418580304,5.313166423160675,0.6216218564693279,4.691544566691346,5.313166423160675,7.253534194347471,-20.0,3.6586463989884406,0.4280488103647791,3.230597588623661,3.6586463989884406,5.633204378034017,0.0,RealizedGain,3.6586463989884406,max,-0.4659210019441709,-0.1993814355237788,-1.271582556735215,-0.566993845250931,1.4816340830413852,2.47,-7.47652233461176,"dB(S(ground_T1,ground_T1)) []",-7.47652233461176
2.5,6.3,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,33.16505563397243,Patch,37.7961758405087,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,4.825484887004338,0.03002678861423112,4.795458098390105,4.825484887004338,6.8354095978753415,4.779789007392553,0.029742444025081204,4.750046563367471,4.779789007392553,6.79408726120996,5.0,0.25237285959032685,0.0015704010445242876,0.2508024585458025,0.25237285959032685,-5.979573513451917,5.0,RealizedGain,0.25237285959032685,max,-0.0018641926860251787,-0.030639641164339856,-0.10907650719098605,0.37227320063862435,0.3891365867658307,2.83,-17.6898739700408,"dB(S(ground_T1,ground_T1)) []",-17.6898739700408
2.5,6.3,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,42.48017542721931,Patch,36.04507839418688,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,4.518522058608541,3.924775392742676,0.5937466658658636,4.518522058608541,6.5499640676908815,4.2549416051897095,3.6958301614993534,0.5591114436903548,4.2549416051897095,6.288936042048831,115.0,0.10211859852455302,0.08869992387598448,0.013418674648568515,0.10211859852455302,-9.90895154083511,5.0,RealizedGain,0.10211859852455302,max,0.03363505681516528,0.2282320991721847,-0.04067985913618541,0.07997839413799375,0.2475330333667277,2.17,-10.7201360252616,"dB(S(ground_T1,ground_T1)) []",-10.7201360252616
2.5,6.3,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,45.977358123965786,Patch,50.31114962053168,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,3.0228210632911092,2.878803507098775,0.14401755619233556,3.0228210632911092,4.804124397595888,2.77437001699321,2.6421895202139445,0.13218049677926688,2.77437001699321,4.431643823399593,-100.0,0.04050580224810087,0.038575966995123584,0.0019298352529772966,0.04050580224810087,-13.924827618756035,5.0,RealizedGain,0.04050580224810087,max,0.011271694584453013,-0.1517203822403907,-0.0157904344328653,0.03014283681589915,0.1558975750833347,2.055,-14.2750742921646,"dB(S(ground_T1,ground_T1)) []",-14.2750742921646
2.5,6.3,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,34.67144044160878,Patch,57.70247497203463,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,5.021995200236606,0.3311888047751124,4.690806395461492,5.021995200236606,7.008762933008876,5.074699797540439,0.3346645493529622,4.740035248187476,5.074699797540439,7.0541035591965855,15.0,0.6769649529918945,0.044644250883685156,0.6323207021082092,0.6769649529918945,-1.6943381449981136,5.0,RealizedGain,0.6769649529918945,max,0.07793289288277339,-0.14392236033360892,-0.3207917714085464,0.5258269665995047,0.6373292249722625,2.695,-10.8470857459072,"dB(S(ground_T1,ground_T1)) []",-10.8470857459072
2.5,6.3,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,30.022494339959852,Patch,38.429948954923496,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,4.489667112580199,0.01905492635849532,4.470612186221704,4.489667112580199,6.52214141330937,4.37388773145349,0.018563538572746157,4.355324192880743,4.37388773145349,6.4086763141401235,0.0,0.15264868182772678,0.0006478674961888409,0.15200081433153795,0.15264868182772678,-8.163069416268078,5.0,RealizedGain,0.15264868182772678,max,0.003295176698715178,-0.019438916279986493,-0.07429720596909478,0.29271583897185904,0.30264065631608306,2.96,-18.2631200997026,"dB(S(ground_T1,ground_T1)) []",-18.2631200997026
2.5,6.3,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,31.83979134707868,Patch,46.530845585709294,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,4.817934193273486,0.05927554859338726,4.758658644680098,4.817934193273486,6.828608638040067,4.762097207589853,0.05858858031498707,4.703508627274864,4.762097207589853,6.777982563122439,5.0,0.2876306713384271,0.0035387502510252195,0.28409192108740183,0.2876306713384271,-5.411648050666242,5.0,RealizedGain,0.2876306713384271,max,0.013249614795517109,-0.044133296729743525,-0.1440258797491732,0.38693114941019524,0.4154304618030355,2.82,-25.9381240358931,"dB(S(ground_T1,ground_T1)) []",-25.9381240358931
2.5,6.3,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,32.179464026896646,Patch,40.720967945001696,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,4.835207731083768,0.01494805506537609,4.820259676018392,4.835207731083768,6.844151370592324,4.741923980644852,0.014659668150931532,4.72726431249392,4.741923980644852,6.759545873791806,0.0,0.29494767159610985,0.0009118313589879414,0.2940358402371218,0.29494767159610985,-5.302550279300007,5.0,RealizedGain,0.29494767159610985,max,-0.004729442824535294,0.022907293055153353,-0.1272025921754984,0.4003063339705232,0.4206813190262095,2.8,-22.1304024557999,"dB(S(ground_T1,ground_T1)) []",-22.1304024557999
2.5,6.3,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,40.519785031438325,Patch,26.57326052108995,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,5.363808417632095,1.7824576386522502,3.5813507789798438,5.363808417632095,7.294732574996392,5.127466509923426,1.7039183982602648,3.4235481116631603,5.127466509923426,7.099028324527971,-145.0,0.9542215174967497,0.3170992139162353,0.6371223035805141,0.9542215174967497,-0.2035079441643577,0.0,RealizedGain,0.9542215174967497,max,-0.2110744453156719,-0.3817218741787662,0.2935206251549236,0.5441764702479739,0.7566679581261186,2.39,-6.63027934712456,"dB(S(ground_T1,ground_T1)) []",-6.63027934712456
2.5,6.3,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,38.38269302944456,Patch,46.254200520790306,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,5.570572902306338,4.574104853402929,0.996468048903409,5.570572902306338,7.458998622321852,5.5572319879580805,4.563150371316547,0.9940816166415329,5.5572319879580805,7.448585268892291,-65.0,4.176815562149293,3.429663819081516,0.7471517430677761,4.176815562149293,6.208452983177171,0.0,RealizedGain,4.176815562149293,max,-1.17333817139317,-0.8253025547423071,-0.5456911433289491,-0.3879726578818827,1.5830819241227017,2.465,-34.3771168598944,"dB(S(ground_T1,ground_T1)) []",-34.3771168598944
2.5,6.3,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,31.44349122023284,Patch,59.7557325370211,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,4.3828612855413205,0.035511028026387365,4.347350257514932,4.3828612855413205,6.417577257583905,4.32530025552483,0.035044654299962015,4.2902556012248665,4.32530025552483,6.360162608855573,5.0,0.23053850361947345,0.0018678800741879754,0.2286706235452854,0.23053850361947345,-6.372565300878704,5.0,RealizedGain,0.23053850361947345,max,0.012476320166077599,-0.031065992386591235,-0.16198565486977531,0.33311597696180945,0.37192252007462656,2.9,-8.37110295950638,"dB(S(ground_T1,ground_T1)) []",-8.37110295950638
2.5,6.3,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,35.65240782757391,Patch,44.16140977293191,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,5.216164817542028,5.177539663179782,0.03862515436224523,5.216164817542028,7.1735130554176045,5.219174722226127,5.18052727983482,0.03864744239130596,5.219174722226127,7.1760183596803495,95.0,0.9044829793617877,0.8977853775953741,0.006697601766413322,0.9044829793617877,-0.4359960131804805,0.0,RealizedGain,0.9044829793617877,max,0.3415916327701438,-0.6496145577069176,0.03143050657023481,-0.05505251120743247,0.7366834957407645,2.65,-29.3584697880268,"dB(S(ground_T1,ground_T1)) []",-29.3584697880268
2.5,6.3,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,31.974418089985654,Patch,21.203684736004675,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,4.427545430065593,0.030518555856255968,4.397026874209338,4.427545430065593,6.461630260847158,4.234483856080175,0.02918780487415178,4.205296051206023,4.234483856080175,6.268004814631599,-5.0,0.145666244649158,0.0010040604876708212,0.1446621841614872,0.145666244649158,-8.3664107596531,5.0,RealizedGain,0.145666244649158,max,-0.0033786829631722868,0.024311211135814567,-0.04965389705262856,0.29040290265488533,0.29563796415269744,2.965,-5.03526242473491,"dB(S(ground_T1,ground_T1)) []",-5.03526242473491
2.5,6.3,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,35.05815315501583,Patch,37.511623663933364,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,5.067636796439657,0.1149011793090787,4.952735617130578,5.067636796439657,7.048054809243991,5.013916265028635,0.11368314560615561,4.90023311942248,5.013916265028635,7.00177076742328,-10.0,0.5675753212012414,0.012868932082616814,0.5547063891186247,0.5675753212012414,-2.4597649640541945,5.0,RealizedGain,0.5675753212012414,max,-0.017083911797051845,0.08619559800540624,-0.22614956192353936,0.530742922836442,0.5835693751877126,2.695,-17.1397010960821,"dB(S(ground_T1,ground_T1)) []",-17.1397010960821
2.5,6.3,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,36.87848665649149,Patch,32.31089998908992,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,5.29229019037567,0.3474833554751146,4.944806834900553,5.29229019037567,7.236436496922517,5.214187736491397,0.3423552725903358,4.871832463901058,5.214187736491397,7.171866638584809,-165.0,1.6252623174643683,0.10671213846640767,1.5185501789979599,1.6252623174643683,2.1092346613532067,0.0,RealizedGain,1.6252623174643683,max,-0.1381460557913796,0.2120010820111896,0.5552489925023714,-0.7764342400511411,0.987512209698352,2.595,-10.6899034516646,"dB(S(ground_T1,ground_T1)) []",-10.6899034516646
2.5,6.3,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,35.10367366564576,Patch,52.28489680714617,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,5.108061993422206,0.15243422647420973,4.955627766947996,5.108061993422206,7.082561593896943,5.108061993422206,0.15243422647420973,4.955627766947996,5.108061993422206,7.082561593896943,-170.0,0.7345393146541133,0.02192004176699136,0.7126192728871218,0.7345393146541133,-1.3398495456344186,0.0,RealizedGain,0.7345393146541133,max,-0.057549043020702,0.09919900482057209,0.3128119484035967,-0.5742214919932139,0.6638779796325208,2.67,-14.9769732342585,"dB(S(ground_T1,ground_T1)) []",-14.9769732342585
2.5,6.3,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,30.705384550644325,Patch,34.92333875571428,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,4.396174076242324,0.13608299442360822,4.260091081818717,4.396174076242324,6.4307488094314325,4.2922105001149715,0.1328648155014283,4.159345684613545,4.2922105001149715,6.3268101264075245,10.0,0.12704943080340314,0.003932798538842277,0.12311663226456092,0.12704943080340314,-8.96027276300309,5.0,RealizedGain,0.12704943080340314,max,0.006568407713113734,-0.04813097480128705,-0.05483857906482069,0.2662037751698519,0.2761004425634581,3.0,-12.4081547279196,"dB(S(ground_T1,ground_T1)) []",-12.4081547279196
2.5,6.3,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,42.69974542688778,Patch,51.48919934893389,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,4.7570463255291475,0.5335840696905013,4.223462255838645,4.7570463255291475,6.773373807290709,4.543061542719878,0.509582018112728,4.033479524607149,4.543061542719878,6.573486200377408,-160.0,0.13129447858460447,0.014726920323457836,0.1165675582611466,0.13129447858460447,-8.817535372057115,0.0,RealizedGain,0.13129447858460447,max,0.001298492578479873,-0.09399294804845278,-0.001470681749065486,0.2644617548673601,0.28067515575509394,2.195,-32.2755028014604,"dB(S(ground_T1,ground_T1)) []",-32.2755028014604
2.5,6.3,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,36.57409792708664,Patch,35.2066750515672,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,5.282594602247031,4.921167162221413,0.3614274400256172,5.282594602247031,7.228472832664194,5.216073040589106,4.859196909067514,0.35687613152159087,5.216073040589106,7.1734366418527244,105.0,1.4083397209590585,1.3119831654482288,0.09635655551082954,1.4083397209590585,1.4870742834425967,0.0,RealizedGain,1.4083397209590585,max,0.4868828704564568,-0.7417233414190972,0.1323809118719466,-0.200725159166317,0.9192517283640108,2.605,-13.3517625378161,"dB(S(ground_T1,ground_T1)) []",-13.3517625378161
2.5,6.3,1.575,0.5,0.01GHz,0.035,1.15,1.5,201.0,37.886739487161826,Patch,26.34477192132208,0.035,2.0,3.0,1.575,50.0,60.0,Interpolating,GHz,5.2521291386351185,4.28705812027471,0.9650710183604083,5.2521291386351185,7.203353959222269,5.110749303938537,4.171656622638156,0.9390926813003805,5.110749303938537,7.084845781600083,-115.0,3.0567391586856387,2.4950678259998806,0.5616713326857576,3.0567391586856387,4.852583805721153,0.0,RealizedGain,3.0567391586856387,max,-1.042974476981606,0.6397501112836611,0.4946972164765285,-0.303785126532701,1.3542845726119108,2.54,-7.16912821197202,"dB(S(ground_T1,ground_T1)) []",-7.16912821197202
